#TYPE=CATEGORY
# -- note: you need to keep the header line in here!
%SAFE,%PRETTY,%SORT,%PRODUCTS,%METASTR,%LAYOUT,PAGE_TITLE,META_DESCRIPTION,META_KEYWORDS
.shop_accessories.accessories,"Under the Dress",NONE,"JULIEFRANCE-016,JULIEFRANCE-JF017,JULIEFRANCE-JF001,JULIEFRANCE-JF002,JULIEFRANCE-JF004,JULIEFRANCE-JF003,JULIEFRANCE-JF005,JULIEFRANCE-JF006,JULIEFRANCE-JF007,JULIEFRANCE-JF008,JULIEFRANCE-009,JULIEFRANCE-010,JULIEFRANCE-JF013,JULIEFRANCE-JF012,JULIEFRANCE-JF014,JULIEFRANCE-015,JULIEFRANCE-JF018,JULIEFRANCE-JF019",GOO=1130,~onlineformals_c_featprods_20100927,,,
.shop_accessories.handbags,Handbags,NONE,,GOO=3320,1029,,,
$shop_accessories_handbags,"Shop Accessories-Handbags",NONE,"B800,B802,B814,B818,B823,B828,B831,B844,B847,B928,B950,B808,B813,B817,B822,B826,B827,B830,B806,B812,B816,B821,B832,B834,B892,B855,B902,B925,B926,B940,B803,B811,B819,B829,B833,B848,B915,B990,B951,B969,B971,B991,B994,B995,B849,B801,B970,B992,B993,B949",GOO=3320
.shop_accessories.jewelry,Jewelry,NONE,"JEWELRY-TEXTURED,JEWELRY-CHAIN,JEWELRY-DIMPLED,JEWELRY-CIRCLE,JEWELRY-CLASSICHOOP,JEWELRY-CRESCENT,JEWELRY-TEARDROP,JEWELRY-HAMMERED,JEWELRY-FLATHOOP,JEWELRY-FLATHOOPGOLD,JEWELRY-ETCHED,JEWELRY-HEART,JEWELRY-NECKLACEFREE,JEWELRY-RING",GOO=3400,~onlineformals_c_featprods_20100927,,,
.shop_accessories.shoes,"Shoes by Alisha Hill",NAME,"ALISHA-ALI,ALISHA-ALYSSA,ALISHA-ANGELINA,ALISHA-AUDREY,ALISHA-CAMERON,ALISHA-CARRIE,ALISHA-CATHERINE,ALISHA-CHARLIZE,ALISHA-DEMI,ALISHA-EVA,ALISHA-GISELE,ALISHA-GRACE,ALISHA-GWEN,ALISHA-HALLE,ALISHA-HAYDEN,ALISHA-HEIDI,ALISHA-JENNY,ALISHA-KELLY,ALISHA-KHLOE,ALISHA-KIM,ALISHA-KOURTNEY,ALISHA-LINDSAY,ALISHA-MARIAH,ALISHA-MARILYN,ALISHA-MEGAN,ALISHA-MIRANDA2,ALISHA-OLIVIA,ALISHA-PIPPA,ALISHA-RACHEL,ALISHA-SELENA,ALISHA-SOPHIE,ALISHA-TAYLOR,ALISHA-VICTORIA,ALISHA-ZOE",GOO=3600,~onlineformals_c_featprods_20100927,,,
$shop_accessories_shoes,"Shop Accessories-Shoes",NONE,"ALISHA-CHARLIZE,TU-103,TU-570,TU-607,TU-647,TU-658,TU-661,COLORIFFICS-DEENA",GOO=3600
.shop_accessories.shoes_by_coloriffics,"Shoes by Coloriffics & Sizzle",NONE,"COLORIFFICS-ANDIE,COLORIFFICS-BERMUDA,COLORIFFICS-DESIRE,COLORIFFICS-GALA,COLORIFFICS-JADA,COLORIFFICS-ANTILLES,COLORIFFICS-AVALON,COLORIFFICS-BROADWAY,COLORIFFICS-DEENA,COLORIFFICS-ANDES,COLORIFFICS-AVA,COLORIFFICS-DOMINICA,COLORIFFICS-GENEVA,COLORIFFICS-NATASHA,COLORIFFICS-ANNIKA,COLORIFFICS-BAYLEE,COLORIFFICS-CAMILLA,COLORIFFICS-DANUBE,COLORIFFICS-DEVINE,COLORIFFICS-FLUTTER",GOO=3600,~onlineformals_c_featprods_20100927,,,
.shop_accessories.shoes_by_johnathan_kayne,"Shoes by Johnathan Kayne",NONE,"JOHNATHAN-903,JOHNATHAN-907,JOHNATHAN-910,JOHNATHAN-JUNO,TU-943,TU-944,TU-959,TU-957,TU-952,TU-953,TU-955,TU-950,TU-951,TU-945,TU-946,JOHNATHAN-SWIMSUIT,JOHNATHAN-GALACTICA,JOHNATHAN-BOW",GOO=3600,~onlineformals_c_featprods_20100927,,,
.shop_accessories.shoes_by_touch_ups,"Shoes by Touch Ups",SKU_DESC,"TU-ZOEY,TU-VIVIANA,TU-VIRGINIA,TU-TRINITY,TU-TILLIE,TU-TAMARA,TU-SPARKLE,TU-SIDNEY,TU-SERENA,TU-PIPER,TU-PEARL,TU-PATSY,TU-MITZI,TU-MINDY,TU-LONNIE,TU-KATIE,TU-JOHANNA,TU-JANE,TU-JAMIE,TU-IVANNA,TU-DONETTA,TU-DIANE,TU-DEBBIE,TU-DAMARIS,TU-DAKIN,TU-CYNDI,TU-CINDERELLA,TU-CHANDRA,TU-CASSIDY,TU-CAREY,TU-CANDY,TU-CANDICE,TU-BRENDA,TU-BIRDY,TU-BEV,TU-BENITA,TU-AVERIL,TU-AUTUMN,TU-AMELIA,TU-ALLIE,TU-959,TU-958,TU-957,TU-955,TU-953,TU-952,TU-951,TU-950,TU-946,TU-945,TU-944,TU-943,TU-937,TU-898,TU-897,TU-896,TU-882,TU-874,TU-873,TU-852,TU-851,TU-850,TU-849,TU-844,TU-843,TU-842,TU-841,TU-840,TU-839,TU-838,TU-837,TU-836,TU-835,TU-823,TU-821,TU-807,TU-806,TU-795,TU-775,TU-774,TU-768,TU-767,TU-766,TU-765,TU-764,TU-763,TU-760,TU-758,TU-661,TU-658,TU-647,TU-607,TU-571,TU-570,TU-537,TU-527,TU-526,TU-469,TU-427,TU-380,TU-379,TU-355,TU-354,TU-353,TU-352,TU-347,TU-346,TU-345,TU-344,TU-342,TU-341,TU-339,TU-338,TU-336,TU-335,TU-305,TU-304,TU-303,TU-302,TU-301,TU-300,TU-299,TU-298,TU-297,TU-296,TU-288,TU-287,TU-286,TU-284,TU-283,TU-282,TU-281,TU-280,TU-279,TU-272,TU-271,TU-270,TU-269,TU-268,TU-267,TU-266,TU-265,TU-264,TU-263,TU-262,TU-261,TU-260,TU-256,TU-255,TU-253,TU-249,TU-248,TU-244,TU-243,TU-242,TU-241,TU-229,TU-226,TU-225,TU-200,TU-199,TU-198,TU-197,TU-191,TU-190,TU-189,TU-182,TU-180,TU-126,TU-123,TU-122,TU-100,JOHNATHAN-JUNO",GOO=3600,~onlineformals_c_featprods_20100927,,,
.shop_by_category,"Shop by Category",,,GOO=1600,~onlineformals_c_featprods_20100927,,,
.shop_by_category.celebrity_gowns,"Celebrity Gowns",NONE,"JOVANI13-727,SHERRI-2814BELLA,JOVANIFALL12-7749,JOVANIFALL12-4685,FAVIANA12-7000,FAVIANA12-7001,SHERRI12-KARINA2796,FAVIANA11-6801,FAVIANA11-6802,FAVIANA11-Z6240,FAVIANA11-6786,FAVIANA11-6506,FAVIANA11-6791,FAVIANA11-6405,FAV-5801E,FAVIANA-6216,LAFEMMEAUBREY-15983,JOVANI-159764VEGA,FAVIANA11-Z5801,JOVANI11-158975,LAFEMME11-15833,FAVIANA-S6865,FAVIANA12-6732,FAVIANA12-6000,FAVIANA12-S6859,TERANICOUTURE-Z1318,JOVANI9095,JOVANI-BROOKLYN,SHERRI12-2900PARIS,JOVANI9420CELEB,JOVANI-14338PARIS,SHERRI12-1476IDOL,SHERRI12-2900BRIDGET,LAFEMME12-17139KARIN,LAFEMME12-16950KARIN,JOVANI9419SNOOKI,JOVANI9419NATURI,JOVANI9419JANELL,FAVIANA-7083,CELEBRITY2814,CELEBRITY-1463,SHERRICELEB-2915,JOVANI13-5162CELEB,JOVANI13-7351CELEB,JOVANI13-5876,JOVANI13-5950,JOVANI13-4810KEYSHIA,MACDUGGAL-3600T,FAVIANA13-6550CELEB,FAVIANA13-7182CELEB,FAVIANA13-6428CELEB,FAVIANA13-7180CELEB,FAVIANA13-6711CELEB,FAVIANA13-7082CELEB,FAVIANA13-6792CELEB,FAVIANA13-S7002CELEB,FAVIANA13-6521CELEB,FAVIANA13-9140,CELEBRITY-21103,CELEBRITY-7182",GOO=1600,~onlineformals_c_featprods_20100927,"Celebrity Gowns","Celebrity inspired gowns worn by the stars.  Available exclusively at www.onlineformals.com    ","Celebrity, Gowns, Dresses, Oscars, Golden, Globes, Stars, Movie, Film, Music, Dance"
.shop_by_category.cocktail___party_dresses,"Cocktail & Party Dresses",,"SHERRIHILL12-2891,SHERRIHILL12-2782,SHERRIHILL11-Z9230,SHERRIHILL11-Z2226,SHERRIHILL11-1429BLA,SHERRIHILL11-1429AQ,SHERRIFALL12-4700,SHERRIFALL12-2964,SHERRIFALL12-2949,SHERRIFALL12-2948,SHERRIFALL12-2931,SHERRIFALL12-2915,SHERRIFALL12-2781,SHERRIFALL12-2777,SHERRIFALL12-2771,SHERRI12-Z2892,SHERRI12-8433,SHERRI12-8430,SHERRI12-3846,SHERRI12-2926,SHERRI12-2904,SHERRI12-2900,SHERRI12-2815,SHERRI12-2763,SHERRI12-2753,SCALAFALL12-Q4145,SCALAFALL12-Q4109,SCALAFALL12-Q1046,SCALAFALL12-F22149,SCALAFALL12-47494,SCALAFALL12-47493,SCALAFALL12-47492,SCALAFALL12-47483,SCALAFALL12-47484,SCALAFALL12-47482,TERANICOUTURE-ZP677P,SHERRIHILL12-Z2912,SHERRIHILL12-8422,SHERRIFALL12-2950,SHERRIFALL12-2796,SHERRI12-3834,SCALAFALL12-47475,SCALAFALL12-47466,SCALAFALL12-47461,SCALAFALL12-47460,SCALAFALL12-47448,SCALAFALL12-47446,SCALAFALL12-47444,SCALAFALL12-47441,SCALAFALL12-47439,SCALAFALL12-47437,SCALAFALL12-47435,SCALAFALL12-47434,SCALAFALL12-47431,SCALAFALL12-47430,SCALAFALL12-47428,SCALAFALL12-47427,SCALAFALL12-4012,SCALAFALL12-14325,SCALAFALL12-14324,SCALAFALL12-14322,SCALAFALL12-14321,SCALAFALL12-14320,SCALAFALL12-14319,SCALAFALL12-14316,SCALAFALL12-14315,SCALAFALL12-14313,SCALAFALL12-14312,SCALAFALL12-14311,SCALAFALL12-14310,SCALAFALL12-14260,MACFALL12-81711N,MACFALL12-7216N,MACFALL12-6454N,MACFALL12-6453N,MACFALL12-6446N,MACFALL12-6443N,MACFALL12-6442N,MACFALL12-6426N,MACFALL12-6423N,MACFALL12-6402N,MACFALL12-6400N,MACFALL12-6399N,MACFALL12-6393N,MACFALL12-6390N,MACFALL12-6387N,MACFALL12-6383N,MACFALL12-6384N,MACFALL12-6382N,MACFALL12-6367N,MACFALL12-6364N,MACFALL12-6363N,MACFALL12-6361N,MACFALL12-6359N,MACFALL12-61117N,MACFALL12-61106N,MACFALL12-61098N,MACFALL12-6063LN,MACFALL12-6037N,MACFALL12-50109N,MACFALL12-42760N,MACFALL12-1183D,MACFALL12-1182D,FAVIANAFALL12-S7050,FAVIANAFALL12-S7049,FAVIANAFALL12-S7046,FAVIANAFALL12-S7039,FAVIANAFALL12-S7036,FAVIANAFALL12-S6857,FAVIANAFALL12-S7008,SCALAFALL12-47480,JASZFALL12-4720,JOVANIFALL12-7749,MACFALL12-1181D,JOVANIFALL12-4730,JOVANIFALL12-4734,JOVANIFALL12-4803,JOVANIFALL12-4973,JOVANIFALL12-5167,JOVANIFALL12-5305,JOVANIFALL12-5527,JOVANIFALL12-5548,JOVANIFALL12-5571,JOVANIFALL12-9819,JOVANIFALL12-171051,SHAILK-KK3106,SHAILK-KK3108,SHAILK-KK3109,SHAILK-KK3114,JOVANIFALL12-0035,JOVANIFALL12-0036,JOVANIFALL12-834,JOVANIFALL12-4601,JOVANIFALL12-4673,SHAILK-KK3315,SHAILK-KK3118,SHAILK-KK3120,SHAILK-KK3121,SHAILK-KK3136,SHAILK-KK3137,SHAILK-KK3141,SHAILK-KK3142,SHAILK-3143,SHAILK-KK3146,SHAILK-KK3147,SHAILK-KK3148,JOV12-3855,JOV12-5406,JOV12-780,JOV12-6691,JOV12-781,JOV12-111175,JOV12-2134,JOV12-2158,JOV12-6670,JOV12-3591,JOV12-6087,JOV12-5953,JOV12-5604,JOV12-704,JOV12-2207,JOV12-1335,JOV12-6968,JOV12-5606,JOV12-5822,JOV12-1856,JOV12-6980,JOV12-83281,JOV12-2122,JOV12-2121,JOV12-7435,JOV12-1849,JOV12-2933,JOV12-776,JOV12-4011,JOV12-6918,JOV12-544,JOV12-777,JOV12-3344,JOV12-1640,JOV12-6366,JOV12-635,JOV12-4301,JOV12-4917,JOV12-1631,JOV12-4887,JOV12-171111,JOV12-773,SHAILK-KK3149,SHAILK-KK3151,SHAILK-KK3154,SHAILK-KK3155,SHAILK-KK3156,SHAILK-KK3163,SHAILK-KK3710,SHAILK-KK3803,SHAILK-KK3804,SHAILK-KK3810,SHAILK-KK3814,JOV12-2244,FAV12-7060,FAV12-7065,FAV12-7067,FAV12-7066,FAV12-7069,FAV12-7070,FAV12-7071,FAV12-7072,FAV12-7073,FAV12-6830,FAV12-6825,FAVIANA12-6816,FAVIANA12-6831,FAVIANA12-6813,FAV12-6814,FAV12-6828,FAVIANA12-6823,FAVIANA12-6820,FAVIANA12-6821,FAVIANA12-6819,FAV12-6815,LAFALL12-17970,LAFALL12-18039,LAFALL12-18051,LAFALL12-18087,LAFALL12-18090,LAFALL12-18132,LAFALL12-18142,LAFALL12-18160,LAFALL12-18133,LAFALL12-18204,LAFALL12-18232,LAFALL12-18236,LAFALL12-18242,LAFALL12-18249,LAFALL12-18272,LAFALL12-18317,LAFALL12-18319,LAFALL12-18320,LAFALL12-18321,JOVANIFALL12-S4247,LAFALL12-14612,LAFALL12-15041,LAFALL12-15843,LAFALL12-15858,LAFALL12-15863,LAFALL12-15890,LAFALL12-15907,LAFALL12-15943,LAFALL12-15983,LAFALL12-16855,LAFALL12-16886,LAFALL12-16887,LAFALL12-16898,LAFALL12-16903,LAFEMME12-16910,LAFALL12-16933,LAFALL12-16940,LAFALL12-16944,LAFALL12-16945,LAFALL12-16950,LAFALL12-16951,LAFALL12-16952,LAFALL12-16955,LAFALL12-16966,LAFALL12-16971,LAFALL12-16989,LAFALL12-16993,LAFALL12-16994,LAFALL12-17011,LAFALL12-17020,LAFALL12-17021,LAFALL12-17022,LAFALL12-17023,LAFALL12-17026,LAFALL12-17033,LAFALL12-17039,LAFALL12-17044,LAFALL12-17054,LAFALL12-17065,LAFALL12-17068,LAFALL12-17073,LAFALL12-17076,LAFALL12-17077,LAFALL12-17091,LAFALL12-17093,LAFALL12-17105,LAFALL12-17106,LAFALL12-17115,LAFALL12-17123,LAFALL12-17134,LAFALL12-17139,LAFALL12-17152,LAFALL12-17153,LAFALL12-17156,LAFALL12-17231,LAFALL12-17263,LAFALL12-17370,LAFALL12-17396,LAFALL12-17413,LAFALL12-17440,LAFALL12-17493,JOVANI13-4276,LAFALL12-17494,LAFALL12-17496,LAFALL12-17517,LAFALL12-17522,LAFALL12-17529,LAFALL12-17631,LAFALL12-17759,LAFALL12-17801,JOVANI13-6125,NIGHTMOVES13-6603,NIGHTMOVES13-6605,NIGHTMOVES13-6610,JOVANI13-5950,NIGHTMOVES13-6612,NIGHTMOVES13-6615,NIGHTMOVES13-6620,NIGHTMOVES13-6625,NIGHTMOVES13-6630,NIGHTMOVES13-6633,NIGHTMOVES13-6635,NIGHTMOVES13-6640,NIGHTMOVES13-6645,NIGHTMOVES13-6650,NIGHTMOVES13-6655,NIGHTMOVES13-6665,NIGHTMOVES13-6670,JOVANI13-5465,JOVANI13-6528,NIGHTMOVES13-6675,NIGHTMOVES13-6680,NIGHTMOVES13-6685,NIGHTMOVES13-6690,NIGHTMOVES13-6702,NIGHTMOVES13-6704,NIGHTMOVES13-6708,NIGHTMOVES13-6711,NIGHTMOVES13-6728,NIGHTMOVES13-6733,NIGHTMOVES13-6739,NIGHTMOVES13-6748,JOVANI13-S4247,JOVANI13-171261,JOVANI13-1696,JOVANI13-4486,JOVANI13-633,JOVANI13-6080,JOVANI13-1258,JOVANI13-2933,JOVANI13-491,JOVANI13-6619,JOVANI13-72633,JOVANI13-4729,JOVANI13-7504,JOVANI13-2566,JOVANI13-5776,JOVANI13-1630,JOVANI13-1254,JOVANI13-5125,JOVANI13-6595,JOVANI13-5702,JOVANI13-73061,JOVANI13-73042,JOVANI13-72664,JOVANI13-2561,JOVANI13-2250,JOVANI13-2182,JOVANI13-6586,JOVANI13-5924,JOVANI13-896,JOVANI13-2982,JOVANI13-1545,JOVANI13-5317,JOVANI13-726,JOVANI13-1494,JOVANI13-72679,JOVANI13-72702,JOVANI13-6582,JOVANI13-172006,JOVANI13-7078,JOVANI13-7079,JOVANI13-74135,JOVANI13-72832,SHERRIHILL13-1553,SHERRIHILL13-21143,SHERRIHILL13-21144,SHERRIHILL13-21149,SHERRIHILL13-21150,SHERRIHILL13-21153,SHERRIHILL13-21155,SHERRIHILL13-21163,SHERRIHILL13-21074,SHERRIHILL13-21075,MACDUGGAL-3600T,SHERRIHILL13-2787,SHERRIHILL13-2841,SHERRIHILL13-2864,SHERRIHILL13-2932,SHERRIHILL13-2979,SHERRIHILL13-11007,SHERRIHILL13-11009,SHERRIHILL13-21033,SHERRIHILL12-11018,SHERRIHILL13-21046,SCALA13-47488,SHERRIHILL13-21054,SCALA13-47514,SCALA13-47511,SCALA13-47520,SCALA13-47525,SCALA13-47527,SHERRIHILL13-21062,SCALA13-47541,SCALA13-47549,SCALA13-47555,SCALA13-47560,SCALA13-47438,SCALA13-47485,SCALA13-47523,SCALA13-47929,TERANI13-Y230,FAVIANA13-S7159,FAVIANA13-S7157,FAVIANA13-S7158,TERANI13-P677,TERANI13-95129Y,TERANI13-P1618,TERANI13-P1616,TERANI13-P1615,TERANI13-P1609,TERANI13-P1607,TERANI13-P1606,TERANI13-1604,TERANI13-P1601,TERANI13-P1597,TERANI13-P1595,TERANI13-P1593,TERANI13-P1592,TERANI13-P1591,TERANI13-P1587,TERANI13-P1585,TERANI13-P1584,TERANI13-P1583,TERANI13-P1582,TERANI13-P1581,BABY13-42912B,BABY13-50120B,BABY13-50143B,BABY13-50145B,BABY13-61106B,BABY13-61182B,BABY13-61294B,BABY13-7209B,BABY13-7214B,BABY13-81756B,BABY13-85138B,BABY13-85165B,BABY13-85170B,BABY13-85168B,BABY13-50213B,BABY13-42913B,BABY13-50141B,BABY13-50144B,BABY13-50212B,BABY13-61102B,BABY13-61282B,BABY13-61291B,BABY13-6453B,BABY13-85137B,BABY13-85140B,KAYNE13-208,KAYNE13-214,KAYNE13-301,KAYNE13-304,KAYNE13-308,KAYNE13-311,KAYNE13-317,KAYNE13-320,KAYNE13-322,KAYNE13-330,KAYNE13-334,KAYNE13-342,LAFEMMEEVE13-18413,LAFEMME13-18449,LAFEMME13-18488,LAFEMME13-18489,LAFEMME13-18503,LAFEMME13-18906,LAFEMME13-18593,LAFEMMEEVE13-18601,LAFEMMEEVE13-18308,LAFEMME13-18197,LAFEMME13-18199,LAFEMME13-18226,LAFEMME13-18232,LAFEMME13-18240,LAFEMME13-18242,LAFEMME13-18260,LAFEMME13-18296,LAFEMME13-18256,LAFEMME13-18257,LAFEMME13-18038,LAFEMME13-18063,LAFEMME13-18137,LAFEMME13-17728,LAFEMME13-17544,LAFEMME13-17151,LAFEMME13-17156,LAFEMME13-17322,LAFEMMEEVE13-18167,LAFEMME13-15833,LAFEMME13-15841,LAFEMME13-15867,LAFEMME13-16060,LAFEMME13-16285,LAFEMME13-16368,LAFEMME13-16503,LAFEMME13-16711,LAFEMME13-16859,LAFEMME13-16865,LAFEMME13-16905,LAFEMME13-16934,LAFEMME13-16938,LAFEMME13-16958,LAFEMME13-16959,MACCOUTURE13-81715D,MIGNON13-VM1010,MACCOUTURE13-78538D,MACCOUTURE13-61140D,MACCOUTURE13-61139D,MACCOUTURE13-61089D,MACCOUTURE13-50090D,MACCOUTURE13-3605D,MACCOUTURE13-3601D,MACCOUTURE13-81860D,FAVIANA13-7189,FAVIANA13-7190,FAVIANA13-7191,FAVIANA13-7075,FAVIANA13-6811,FAVIANA13-6911,FAVIANA13-6810,SHERRIHILL13-2512,JOVANI13-74152,LAFALL12-18029,SHERRIFALL13-2220,SHERRIFALL13-2814,SHERRIFALL13-2840,SHERRIFALL13-2933,SHERRIFALL13-2934,SHERRIFALL13-8443,SHERRIFALL13-2941,SHERRIFALL13-2944,SHERRIFALL13-2957,SHERRIFALL13-3878,SHERRIFALL13-8413,SHERRIFALL13-8518,SHERRIFALL13-8519,SHERRIFALL13-21032,SHERRIFALL13-21045,SHERRIFALL13-21058,SHERRIFALL13-21073,SHERRIFALL13-21101,SHERRIFALL13-21131,SHERRIFALL13-21154,SHERRIFALL13-21156,SHERRIFALL13-21157,SHERRIFALL13-21167,SCALA13FALL-47629,SCALA13FALL-47613,SCALA13FALL-47427,SHAILKFALL13-KK3110,SHAILKFALL13-KK3157,LAFEMMEFALL13-15851,LAFEMMEFALL13-15853,LAFEMMEFALL13-16541,LAFEMMEFALL13-16813,LAFEMMEFALL13-17042,LAFEMMEFALL13-17107,LAFEMMEFALL13-17136,LAFEMMEFALL13-17446,LAFEMMEFALL13-17952,LAFEMMEFALL13-17953,LAFEMMEFALL13-18110,LAFEMMEFALL13-18124,LAFEMMEFALL13-18162,LAFEMMEFALL13-18177,LAFEMMEFALL13-18418,LAFEMMEFALL13-18445,LAFEMMEFALL13-18902,LAFEMMEFALL13-18941,LAFEMMEFALL13-18979,LAFEMMEFALL13-19005",GOO=1600,~onlineformals_c_featprods_20100927,"Cocktail Dresses | Party Dresses","Click here for the best cocktail, homecoming and party dresses!",
